,County,State,Year,Severity,count(Severity)
10379,Harrison,WV,2019,2,17
10380,Taos,NM,2019,4,4
10381,McIntosh,ND,2019,2,1
10382,Antrim,MI,2019,4,2
10383,Butler,OH,2020,4,3
10384,Cascade,MT,2019,4,1
10385,Lawrence,TN,2019,4,2
10386,Champaign,OH,2020,4,1
10387,Worth,IA,2020,4,1
10388,Boulder,CO,2019,4,29
10389,Nelson,VA,2019,4,6
10390,Talbot,GA,2019,4,5
10391,Tioga,PA,2019,4,2
10392,Douglas,WA,2020,4,2
10393,Taliaferro,GA,2019,2,4
10394,Monmouth,NJ,2019,4,52
10395,Bonner,ID,2019,2,11
10396,Greenup,KY,2019,3,1
10397,Charlton,GA,2019,3,1
10398,Hot Spring,AR,2019,3,4
10399,Bonneville,ID,2019,2,23
10400,Page,IA,2019,4,3
10401,Maries,MO,2019,4,1
10402,Mora,NM,2019,4,2
10403,Powell,MT,2019,2,3
10404,Torrance,NM,2019,4,3
10405,Danville,VA,2019,3,1
10406,Pulaski,IN,2019,4,2
10407,Plaquemines,LA,2020,4,4
10408,Waldo,ME,2019,2,3
10409,Park,CO,2019,4,25
10410,Upson,GA,2019,4,6
10411,Northampton,PA,2019,4,10
10412,Franklin,NC,2019,4,4
10413,Parke,IN,2020,4,2
10414,Montcalm,MI,2020,4,2
10415,Adams,ID,2020,2,1
10416,Marshall,IN,2019,3,1
10417,Boone,AR,2019,4,2
10418,Routt,CO,2019,3,5
10419,Dolores,CO,2019,4,1
10420,Russell,VA,2019,4,2
10421,Grundy,TN,2019,4,1
10422,Charlton,GA,2019,4,2
10423,Alpine,CA,2019,4,1
10424,Clinton,OH,2020,4,8
10425,Union,TN,2020,3,1
10426,Sumter,GA,2019,4,5
10427,Dodge,GA,2019,4,11
10428,Pitt,NC,2019,4,9
10429,Kane,UT,2019,4,58
10430,Stokes,NC,2019,3,2
10431,Furnas,NE,2019,4,2
10432,Wakulla,FL,2019,4,2
10433,Clay,TX,2020,4,1
10434,Bath,VA,2019,4,2
10435,Churchill,NV,2019,4,10
10436,Douglas,NV,2019,4,4
10437,Jackson,NC,2019,4,4
10438,Caldwell,TX,2019,3,1
10439,Northampton,PA,2020,1,4
10440,Oconto,WI,2020,4,1
10441,Hendry,FL,2019,4,3
10442,Wasatch,UT,2019,4,18
10443,Bay,FL,2019,4,10
10444,Crook,OR,2019,4,11
10445,Howard,NE,2019,4,1
10446,Chelan,WA,2019,3,1
10447,Okanogan,WA,2019,4,2
10448,Gilmer,GA,2019,4,10
10449,Johnson,IL,2019,2,3
10450,Giles,VA,2019,4,2
10451,Costilla,CO,2019,3,4
10452,Cabell,WV,2019,4,5
10453,Cass,MN,2020,3,2
10454,Rabun,GA,2020,4,2
10455,Cedar,IA,2019,2,2
10456,Greene,AR,2019,2,3
10457,Jefferson,AR,2019,2,19
10458,Trousdale,TN,2019,4,1
10459,Fremont,ID,2019,2,7
10460,Franklin,ME,2019,2,6
10461,Cleveland,AR,2019,4,5
10462,Stillwater,MT,2019,4,1
10463,Canyon,ID,2019,4,5
10464,Columbia,OR,2019,4,9
10465,Iowa,WI,2020,4,1
10466,Ringgold,IA,2020,4,4
10467,Osage,MO,2019,4,1
10468,Craighead,AR,2019,4,4
10469,Mississippi,AR,2019,3,2
10470,Wolfe,KY,2020,4,1
10471,Twin Falls,ID,2019,4,2
10472,Benewah,ID,2019,3,1
10473,Franklin,NY,2019,4,14
10474,Plymouth,IA,2019,4,4
10475,Roosevelt,NM,2019,4,1
10476,Atchison,MO,2019,4,1
10477,Menominee,MI,2020,4,1
10478,Mineral,MT,2019,4,2
10479,Big Horn,MT,2019,3,1
10480,Howard,AR,2019,4,2
10481,Monroe,IN,2019,4,5
10482,Scotland,MO,2019,4,4
10483,De Soto,LA,2020,4,2
10484,Tillamook,OR,2020,1,1
10485,Clarke,MS,2019,2,2
10486,McHenry,IL,2019,4,4
10487,Cass,MO,2019,4,4
10488,Dawson,NE,2019,2,1
10489,Bonneville,ID,2019,4,6
10490,Cumberland,IL,2019,4,1
10491,Hale,TX,2019,4,2
10492,Roanoke City,VA,2019,4,1
10493,Coahoma,MS,2020,4,1
10494,Northampton,VA,2019,4,6
10495,Nicholas,WV,2019,4,1
10496,Highland,OH,2019,4,6
10497,Gregory,SD,2019,4,1
10498,Teton,ID,2019,2,1
10499,Harlan,NE,2019,4,1
10500,Wabash,IN,2019,4,4
10501,Mora,NM,2020,4,1
10502,Logan,CO,2020,4,5
10503,Campbell,TN,2019,2,8
10504,Lancaster,VA,2019,4,5
10505,Auglaize,OH,2019,4,1
10506,Sherman,OR,2020,1,1
10507,Plaquemines,LA,2020,2,2
10508,Pulaski,IN,2020,4,1
10509,Jefferson,OK,2020,4,6
10510,Lake,MT,2020,4,1
10511,Posey,IN,2019,4,6
10512,Genesee,NY,2019,4,7
10513,Crook,WY,2019,2,1
10514,Lincoln,AR,2019,3,1
10515,Warren,IN,2019,4,11
10516,Sherman,OR,2019,4,10
10517,Stevens,MN,2019,3,2
10518,Newton,GA,2020,1,1
10519,Dickinson,MI,2020,4,2
10520,Meriwether,GA,2019,4,14
10521,Iosco,MI,2019,4,4
10522,Lycoming,PA,2019,4,22
10523,Rio Grande,CO,2019,4,6
10524,Poinsett,AR,2019,3,1
10525,Dawson,GA,2019,4,6
10526,Livingston,IL,2019,4,3
10527,Faulkner,AR,2019,3,3
10528,Passaic,NJ,2020,1,1
10529,Tillamook,OR,2019,3,9
10530,Grant,WA,2019,4,8
10531,Greenwood,SC,2019,4,2
10532,Clearwater,ID,2019,2,1
10533,Clark,NV,2019,4,2
10534,Holmes,MS,2019,4,1
10535,Natchitoches,LA,2019,4,2
10536,Morgan,AL,2019,4,3
10537,Oglethorpe,GA,2019,2,1
10538,Allen,IN,2020,1,5
10539,Lewis and Clark,MT,2020,3,1
10540,Cerro Gordo,IA,2019,4,2
10541,Livingston,NY,2019,4,10
10542,Linn,OR,2019,4,30
10543,Toole,MT,2019,2,4
10544,Jackson,WV,2019,2,9
10545,La Plata,CO,2019,4,6
10546,Cole,MO,2019,4,1
10547,Sonoma,CA,2019,4,18
10548,Charlevoix,MI,2020,4,2
10549,Portage,WI,2019,4,6
10550,Henry,VA,2019,4,10
10551,Campbell,VA,2019,4,3
10552,Gloucester,VA,2019,4,3
10553,Macon,NC,2020,4,3
10554,Benton,TN,2020,4,1
10555,Clark,ID,2019,3,1
10556,San Luis Obispo,CA,2019,4,5
10557,Amelia,VA,2019,4,7
10558,Colusa,CA,2019,4,8
10559,Flathead,MT,2019,2,2
10560,Pacific,WA,2019,3,3
10561,Union,TN,2019,2,1
10562,Jefferson,WV,2019,4,1
10563,Lake,OR,2019,3,4
10564,Crow Wing,MN,2019,4,3
10565,Uintah,UT,2019,4,4
10566,Vernon,WI,2020,4,1
10567,Greenbrier,WV,2019,2,2
10568,Mitchell,IA,2019,4,2
10569,Rogers,OK,2019,4,3
10570,Perkins,NE,2020,2,2
10571,St. Lawrence,NY,2019,4,8
10572,Schoharie,NY,2019,4,6
10573,Parke,IN,2019,4,5
10574,Charlevoix,MI,2019,4,5
10575,Knox,IL,2019,4,1
10576,Essex,VT,2019,2,2
10577,Ritchie,WV,2019,4,1
10578,Lincoln,WY,2019,4,2
10579,Murray,GA,2020,4,1
10580,Cross,AR,2020,3,1
10581,Penobscot,ME,2019,2,74
10582,Charles,MD,2019,4,46
10583,Baldwin,GA,2019,4,10
10584,King George,VA,2019,4,15
10585,Anson,NC,2019,4,3
10586,Bonneville,ID,2019,3,10
10587,Waupaca,WI,2020,4,2
10588,Lonoke,AR,2019,2,16
10589,Van Wert,OH,2019,4,5
10590,Skamania,WA,2019,4,4
10591,Sherburne,MN,2019,4,1
10592,Cascade,MT,2019,3,2
10593,Muskegon,MI,2019,4,10
10594,Polk,TN,2019,4,2
10595,Walton,GA,2020,1,1
10596,Anson,NC,2020,4,1
10597,Grainger,TN,2019,4,2
10598,Sullivan,NY,2019,4,10
10599,Schoolcraft,MI,2020,4,2
10600,Lee,NC,2020,1,2
10601,Garland,AR,2019,4,4
10602,Jackson,CO,2019,4,5
10603,Northumberland,VA,2019,4,10
10604,Kimball,NE,2019,4,1
10605,Covington,VA,2019,2,3
10606,Braxton,WV,2019,2,13
10607,Crawford,AR,2019,3,2
10608,Ogemaw,MI,2019,4,5
10609,Hutchinson,SD,2019,4,3
10610,Winnebago,IL,2019,4,5
10611,Henderson,IL,2019,4,2
10612,Dubuque,IA,2020,4,1
10613,Sullivan,NY,2020,3,1
10614,Klickitat,WA,2019,3,1
10615,Carbon,MT,2019,2,1
10616,Westmoreland,VA,2019,4,6
10617,Cache,UT,2020,1,1
10618,Providence,RI,2019,4,25
10619,Hawkins,TN,2019,4,2
10620,Sagadahoc,ME,2019,2,17
10621,Cook,MN,2019,2,1
10622,Bibb,GA,2019,2,17
10623,Sarpy,NE,2019,4,28
10624,Baker,GA,2020,4,3
10625,Miami,IN,2019,4,1
10626,Monterey,CA,2019,4,15
10627,Mitchell,GA,2019,4,4
10628,Bonner,ID,2019,4,1
10629,Saguache,CO,2019,4,8
10630,Oxford,ME,2019,4,1
10631,Daviess,KY,2019,2,1
10632,Braxton,WV,2019,4,5
10633,Oconto,WI,2019,4,3
10634,Yuma,CO,2019,3,5
10635,Litchfield,CT,2019,4,46
10636,Haralson,GA,2019,4,15
10637,Pope,AR,2019,3,4
10638,Duplin,NC,2019,4,6
10639,Wood,WV,2019,4,2
10640,Bullock,AL,2019,4,2
10641,Tucker,WV,2019,4,1
10642,Lincoln,MO,2020,3,2
10643,Price,WI,2020,4,1
10644,Tolland,CT,2019,4,42
10645,Archuleta,CO,2019,4,2
10646,Custer,CO,2019,4,4
10647,Mcleod,MN,2019,2,1
10648,Crawford,MO,2019,4,4
10649,Newton,GA,2019,4,21
10650,Grant,OR,2019,4,10
10651,Bennington,VT,2020,4,1
10652,Cabell,WV,2019,2,25
10653,Benton,AR,2019,3,13
10654,Beaver,PA,2019,4,20
10655,Appomattox,VA,2019,3,1
10656,Barbour,WV,2019,4,1
10657,Inyo,CA,2019,3,5
10658,Fairfax City,VA,2020,3,2
10659,Juneau,WI,2020,4,2
10660,Morgan,CO,2019,4,15
10661,Goochland,VA,2019,4,11
10662,Jones,GA,2019,4,7
10663,Pierce,GA,2019,4,2
10664,Dunn,WI,2020,4,2
10665,Kanawha,WV,2019,2,93
10666,Jefferson,MT,2019,2,6
10667,Bastrop,TX,2019,4,1
10668,Waldo,ME,2020,2,1
10669,Thomas,KS,2020,4,1
10670,Effingham,GA,2019,4,12
10671,Terrebonne,LA,2019,4,3
10672,Adams,PA,2019,4,13
10673,McMinn,TN,2019,4,2
10674,Marshall,IN,2019,4,3
10675,San Juan,NM,2019,4,1
10676,Des Moines,IA,2019,4,5
10677,Faribault,MN,2019,4,1
10678,Jefferson,MT,2019,3,3
10679,Chattahoochee,GA,2019,4,4
10680,Cape May,NJ,2020,3,2
10681,Napa,CA,2019,4,12
10682,Middlesex,VA,2019,4,3
10683,Sandusky,OH,2019,2,2
10684,Geauga,OH,2019,4,19
10685,Carbon,UT,2019,4,28
10686,Johnson,WY,2019,2,2
10687,Essex,NY,2020,4,4
10688,Jones,IA,2019,4,8
10689,Jefferson,OR,2019,4,6
10690,Pittsylvania,VA,2019,4,3
10691,Roane,WV,2019,2,6
10692,Ouachita,AR,2019,2,1
10693,Cocke,TN,2019,2,4
10694,Tioga,NY,2019,4,12
10695,Petroleum,MT,2019,3,2
10696,Sevier,TN,2019,4,11
10697,Edgecombe,NC,2020,3,2
10698,Ellsworth,KS,2019,2,3
10699,Orange,IN,2019,4,7
10700,Burke,GA,2019,4,5
10701,Yellowstone,MT,2019,2,3
10702,Sevier,AR,2019,4,2
10703,Yellow Medicine,MN,2019,3,1
10704,Cottonwood,MN,2020,3,1
10705,Ashley,AR,2020,3,1
10706,Simpson,MS,2019,3,1
10707,Hempstead,AR,2019,2,2
10708,Yell,AR,2019,2,4
10709,Valley,ID,2019,2,6
10710,Saint Lawrence,NY,2019,4,2
10711,Sherman,KS,2020,4,1
10712,Jefferson,ID,2019,2,2
10713,Washington,MS,2019,3,3
10714,Caddo,OK,2019,4,2
10715,Do�a Ana,NM,2019,4,3
10716,Raleigh,WV,2019,2,3
10717,Kearney,NE,2019,4,1
10718,Torrance,NM,2019,2,2
10719,Kiowa,CO,2019,4,5
10720,Wallowa,OR,2020,4,2
10721,Routt,CO,2020,4,1
10722,Otsego,MI,2019,2,2
10723,Nevada,AR,2019,2,2
10724,Costilla,CO,2019,4,6
10725,Adams,ID,2019,2,4
10726,Echols,GA,2019,4,1
10727,Wharton,TX,2019,4,2
10728,Socorro,NM,2019,2,1
10729,Yell,AR,2019,3,2
10730,Stanislaus,CA,2019,4,16
10731,Carroll,OH,2019,4,6
10732,Marengo,AL,2019,2,1
10733,Miller,GA,2019,4,2
10734,Oconee,GA,2019,4,3
10735,Morgan,IL,2019,4,1
10736,Greene,IN,2019,2,4
10737,Mineral,MT,2019,3,4
10738,Nowata,OK,2019,4,1
10739,Belmont,OH,2019,4,5
10740,Leavenworth,KS,2019,2,1
10741,Elbert,CO,2019,4,5
10742,Pondera,MT,2019,3,2
10743,Coos,OR,2019,4,20
10744,Beaufort,NC,2019,4,6
10745,Dougherty,GA,2019,4,8
10746,Love,OK,2019,4,1
10747,Cascade,MT,2019,2,3
10748,Baca,CO,2019,4,5
10749,Mason,IL,2019,4,2
10750,Shelby,IN,2019,4,7
10751,Morrow,OR,2020,4,7
10752,Ripley,IN,2019,4,12
10753,Laramie,WY,2019,4,3
10754,Carroll,AR,2019,3,3
10755,Craven,NC,2019,4,4
10756,Do�a Ana,NM,2019,2,4
10757,Osceola,IA,2019,3,1
10758,Custer,MT,2019,2,2
10759,Washington,CO,2019,4,5
10760,Forsyth,GA,2019,4,9
10761,Clayton,IA,2019,4,6
10762,Levy,FL,2019,4,4
10763,Carter,MO,2019,2,1
10764,Neshoba,MS,2019,4,1
10765,Danville,VA,2019,4,2
10766,Marion,MO,2019,3,1
10767,Lake,MI,2020,2,1
10768,Dallas,AR,2019,3,3
10769,Shelby,IA,2019,4,4
10770,Campbell,WY,2019,4,2
10771,Clay,WV,2019,2,1
10772,Stillwater,MT,2019,2,2
10773,Bent,CO,2019,4,4
10774,Power,ID,2019,2,5
10775,York,NE,2019,4,8
10776,Henry,KY,2019,4,3
10777,Grundy,IA,2019,3,1
10778,Dekalb,GA,2019,4,8
10779,Bradford,PA,2020,3,1
10780,Coffee,GA,2020,4,2
10781,Columbia,NY,2019,4,27
10782,Kootenai,ID,2019,4,6
10783,Lewis,NY,2019,4,14
10784,Bibb,AL,2019,4,1
10785,Blair,PA,2019,4,3
10786,Weakley,TN,2019,4,4
10787,Powder River,MT,2019,4,1
10788,Lincoln,NM,2019,4,2
10789,Obion,TN,2019,4,2
10790,Queen Anne's,MD,2019,4,19
10791,Floyd,GA,2019,4,13
10792,Gloucester,NJ,2019,4,8
10793,Mineral,NV,2019,4,7
10794,Bent,CO,2019,3,4
10795,Wilkinson,GA,2019,4,6
10796,Gallatin,MT,2019,2,10
10797,Macon,TN,2019,4,3
10798,Covington,MS,2019,4,1
10799,Morgan,TN,2019,4,4
10800,San Juan,UT,2019,4,3
10801,Union,NC,2019,4,5
10802,Butte,ID,2020,4,1
10803,Sequoyah,OK,2020,2,1
10804,Adams,WI,2019,4,6
10805,Elbert,GA,2019,4,12
10806,Houston,TX,2019,3,2
10807,Mendocino,CA,2019,4,6
10808,Choctaw,MS,2019,4,2
10809,Edgefield,SC,2019,4,1
10810,Yell,AR,2019,4,3
10811,Cass,ND,2019,4,5
10812,Columbiana,OH,2019,4,3
10813,Montgomery,IL,2020,4,2
10814,Benton,WA,2019,4,4
10815,Douglas,WA,2019,4,3
10816,Louisa,IA,2019,4,1
10817,Juniata,PA,2019,4,2
10818,Allamakee,IA,2020,4,4
10819,Clayton,IA,2020,4,3
10820,Caroline,MD,2019,4,14
10821,Calvert,MD,2019,3,2
10822,DeSoto,FL,2019,4,3
10823,Alcona,MI,2019,4,2
10824,Lawrence,MO,2019,4,3
10825,Sabine,TX,2019,3,2
10826,Preston,WV,2019,3,1
10827,Johnson,KY,2019,2,1
10828,Paulding,GA,2020,1,1
10829,Dawson,NE,2019,4,6
10830,Spalding,GA,2019,4,27
10831,Allegany,NY,2019,4,3
10832,Macon,GA,2019,4,4
10833,Silver Bow,MT,2019,3,2
10834,Sullivan,PA,2019,4,4
10835,Dixie,FL,2019,4,1
10836,Wasco,OR,2019,4,5
10837,Ozaukee,WI,2019,4,14
10838,Madison,MT,2019,2,2
10839,Vermillion,IN,2019,4,1
10840,Clark,WI,2020,4,3
10841,Tillamook,OR,2019,4,14
10842,Elmore,AL,2019,4,2
10843,Saratoga,NY,2019,4,37
10844,Orleans,NY,2019,4,4
10845,Steuben,NY,2019,4,10
10846,Brookings,SD,2019,4,2
10847,Hampton City,VA,2019,2,2
10848,Webster,IA,2019,4,1
10849,Spotsylvania,VA,2020,1,3
10850,Vermilion,IL,2019,2,1
10851,Lenoir,NC,2019,4,5
10852,Prince Edward,VA,2019,4,3
10853,Flathead,MT,2019,4,1
10854,Sublette,WY,2019,3,1
10855,Preston,WV,2019,4,1
10856,Trempealeau,WI,2020,4,6
10857,Prince Georges,MD,2019,4,5
10858,Alexander,IL,2019,4,2
10859,Crawford,PA,2019,4,18
10860,Carroll,TN,2019,4,2
10861,Appling,GA,2019,4,4
10862,Grady,GA,2019,4,3
10863,McDonough,IL,2020,3,2
10864,Madison,NE,2019,2,1
10865,Bingham,ID,2019,2,19
10866,Marquette,WI,2019,4,6
10867,Ford,IL,2019,4,3
10868,Fayette,KY,2019,4,20
10869,Whitman,WA,2019,3,2
10870,Jessamine,KY,2020,2,1
10871,Fresno,CA,2019,4,8
10872,Phillips,MT,2019,2,1
10873,Holmes,OH,2019,4,12
10874,Union,IL,2019,4,5
10875,Armstrong,PA,2019,4,10
10876,Cheyenne,CO,2019,4,5
10877,West Feliciana,LA,2020,1,3
10878,Teller,CO,2019,3,9
10879,Kent,DE,2019,3,4
10880,Grand,CO,2019,4,8
10881,Pickens,AL,2019,4,1
10882,Wayne,NY,2019,4,4
10883,Pickett,TN,2019,4,3
10884,Toombs,GA,2019,4,2
10885,Missoula,MT,2020,3,2
10886,Wicomico,MD,2019,4,18
10887,Hot Spring,AR,2019,2,5
10888,Cabell,WV,2019,3,5
10889,Carroll,OH,2019,2,2
10890,Chatham,NC,2019,4,5
10891,Asotin,WA,2019,4,2
10892,Guadalupe,TX,2019,4,4
10893,Charlotte,VA,2019,4,4
10894,Pierce,WI,2019,4,11
10895,Sherman,NE,2019,2,1
10896,Pope,AR,2019,2,5
10897,Lincoln,NV,2019,4,6
10898,Scott,AR,2019,2,3
10899,Jefferson,MT,2019,4,2
10900,Huntington,IN,2019,2,1
10901,Otsego,NY,2019,4,10
10902,Taylor,FL,2020,3,1
10903,Bleckley,GA,2019,4,2
10904,Swift,MN,2019,3,1
10905,Vernon,WI,2019,3,2
10906,Adams,ID,2020,4,2
10907,Yates,NY,2020,4,2
10908,Twin Falls,ID,2020,4,6
10909,Pearl River,MS,2020,4,1
10910,Walla Walla,WA,2020,2,1
10911,Fremont,WY,2019,4,4
10912,Ada,ID,2019,2,62
10913,Manitowoc,WI,2019,4,7
10914,Marin,CA,2019,4,17
10915,Jefferson,NY,2019,4,30
10916,Nye,NV,2019,4,3
10917,Peoria,IL,2019,4,4
10918,Washington,OH,2019,4,7
10919,Wayne,WV,2019,3,1
10920,Cowlitz,WA,2020,1,5
10921,Fond du Lac,WI,2020,4,9
10922,Franklin County,VA,2020,1,1
10923,Waushara,WI,2020,4,4
10924,Cape May,NJ,2019,4,14
10925,Atlantic,NJ,2019,4,17
10926,Bibb,GA,2019,4,6
10927,Wilson,TX,2019,4,1
10928,Minidoka,ID,2019,2,6
10929,Gasconade,MO,2019,4,1
10930,Chaffee,CO,2019,4,14
10931,Pickens,SC,2019,4,2
10932,Paulding,GA,2019,4,6
10933,Hempstead,AR,2019,3,2
10934,Orange,VT,2019,2,3
10935,Petersburg City,VA,2020,2,2
10936,Crow Wing,MN,2020,3,1
10937,Del Norte,CA,2019,3,2
10938,Malheur,OR,2019,4,12
10939,Androscoggin,ME,2019,4,1
10940,Fairfax,VA,2019,4,2
10941,Lincoln,NC,2019,4,13
10942,Morgan,IN,2019,4,8
10943,Culberson,TX,2019,3,3
10944,Delta,CO,2019,4,2
10945,Delaware,NY,2019,4,5
10946,Lincoln,NC,2020,3,6
10947,Jefferson,WI,2020,4,2
10948,Benzie,MI,2020,4,2
10949,Russell,AL,2019,4,1
10950,Amador,CA,2019,3,3
10951,Pike,GA,2019,4,2
10952,Franklin,MA,2019,4,2
10953,Boone,IL,2020,4,1
10954,Mille Lacs,MN,2020,3,2
10955,Ionia,MI,2019,4,14
10956,Fayette,IN,2019,4,6
10957,Platte,WY,2019,3,4
10958,Grant,MN,2019,4,5
10959,Montgomery,AR,2019,2,3
10960,Nez Perce,ID,2019,4,1
10961,Harvey,KS,2020,4,1
10962,Sanpete,UT,2020,3,4
10963,Clarke,GA,2020,4,5
10964,Park,MT,2019,4,2
10965,Shoshone,ID,2019,2,18
10966,Medina,TX,2019,2,1
10967,Champaign,IL,2019,4,4
10968,Hale,AL,2019,4,2
10969,Putnam,GA,2019,4,3
10970,Pend Oreille,WA,2019,4,1
10971,Lewis,WV,2019,2,5
10972,DeKalb,IN,2019,4,2
10973,Tattnall,GA,2019,4,7
10974,Hinsdale,CO,2019,4,2
10975,Boise,ID,2019,2,7
10976,Pennington,SD,2019,4,7
10977,Indiana,PA,2019,4,8
10978,Irwin,GA,2019,4,5
10979,Skamania,WA,2020,1,1
10980,Greene,AR,2019,3,1
10981,Union,AR,2019,2,2
10982,Gage,NE,2019,4,1
10983,Poweshiek,IA,2019,4,4
10984,Missoula,MT,2019,3,3
10985,Ross,OH,2019,4,2
10986,Beaufort,NC,2020,1,3
10987,Elko,NV,2020,4,3
10988,Jerome,ID,2019,2,13
10989,Franklin County,VA,2019,4,9
10990,St. Clair,MI,2019,4,8
10991,Cerro Gordo,IA,2019,2,1
10992,Sedgwick,KS,2019,4,3
10993,Chouteau,MT,2019,2,1
10994,Lake,MN,2020,3,1
10995,Jefferson,IL,2019,4,15
10996,Dubuque,IA,2019,4,1
10997,Deer Lodge,MT,2019,2,1
10998,Fayette,IA,2019,3,2
10999,Isabella,MI,2019,3,2
11000,Gilmer,GA,2020,4,1
11001,Rusk,WI,2020,4,1
11002,Cleveland,AR,2019,3,1
11003,Green,WI,2019,4,5
11004,Henry,KY,2019,2,1
11005,Sebastian,AR,2019,3,2
11006,Orange,VT,2019,4,1
11007,Arkansas,AR,2019,4,2
11008,Accomack,VA,2019,4,6
11009,Nuckolls,NE,2019,4,1
11010,Dallas,IA,2019,4,10
11011,Stephenson,IL,2019,3,2
11012,Marion,WV,2019,2,4
11013,Fauquier,VA,2020,1,3
11014,Jefferson,AR,2020,3,1
11015,Walton,GA,2019,4,37
11016,Bedford County,VA,2019,4,11
11017,Kenosha,WI,2019,4,10
11018,King William,VA,2020,3,2
11019,Eddy,NM,2019,4,7
11020,Pickaway,OH,2019,4,6
11021,Traverse,MN,2019,2,1
11022,Carbon,WY,2019,2,6
11023,Ashley,AR,2019,3,1
11024,Newton,MO,2019,2,2
11025,Columbia,AR,2019,2,1
11026,Nicollet,MN,2019,3,3
11027,Bay,FL,2020,1,2
11028,Highlands,FL,2019,4,34
11029,Shawano,WI,2019,4,11
11030,Island,WA,2019,4,13
11031,Polk,AR,2019,2,2
11032,Bell,KY,2019,2,1
11033,McDowell,NC,2019,4,12
11034,Carteret,NC,2019,4,1
11035,Lucas,IA,2019,3,1
11036,Faulkner,AR,2019,2,7
11037,Aitkin,MN,2019,3,1
11038,Vernon,WI,2019,4,9
11039,Harrison,WV,2019,4,2
11040,Harrison,IA,2019,4,2
11041,Saline,MO,2019,4,1
11042,Bear Lake,ID,2019,2,2
11043,Alexander,NC,2019,4,2
11044,Hoke,NC,2020,1,2
11045,Carroll,IL,2020,4,3
11046,Polk,GA,2019,4,14
11047,Cumberland,NJ,2019,4,21
11048,Essex,NY,2019,4,13
11049,Modoc,CA,2019,4,2
11050,Price,WI,2019,4,2
11051,Chenango,NY,2019,4,8
11052,Mineral,CO,2019,3,5
11053,Atascosa,TX,2020,4,1
11054,Massac,IL,2020,4,1
11055,Osceola,IA,2020,4,3
11056,Brunswick,NC,2019,4,9
11057,Steele,MN,2019,4,4
11058,Iowa,WI,2019,4,5
11059,Grand Isle,VT,2019,2,1
11060,Adair,MO,2019,4,2
11061,Crawford,GA,2019,4,5
11062,Butte,SD,2019,4,2
11063,Nueces,TX,2019,4,1
11064,Wyoming,NY,2019,4,3
11065,Finney,KS,2019,4,4
11066,Bradley,AR,2019,2,1
11067,Cocke,TN,2019,4,3
11068,Pontotoc,MS,2019,4,1
11069,Clermont,OH,2019,4,3
11070,Powell,KY,2020,4,2
11071,Union,IA,2019,4,2
11072,Dorchester,MD,2019,4,13
11073,Ravalli,MT,2019,4,1
11074,Otero,NM,2019,4,2
11075,Adams,MS,2019,4,1
11076,Chippewa,MI,2019,4,1
11077,Amador,CA,2019,4,2
11078,McDowell,WV,2019,4,2
11079,Washington,FL,2020,1,1
11080,Barron,WI,2020,4,1
11081,Blaine,ID,2019,2,4
11082,Claiborne,TN,2019,4,1
11083,Union,AR,2019,4,2
11084,Simpson,MS,2019,4,2
11085,St. Croix,WI,2019,4,17
11086,Benton,TN,2019,4,3
11087,Golden Valley,MT,2019,4,2
11088,McLeod,MN,2019,3,5
11089,Carroll,IL,2019,4,2
11090,Baltimore,MD,2019,3,4
11091,Moffat,CO,2019,4,3
11092,La Porte,IN,2019,4,1
11093,Cook,MN,2020,2,1
11094,Caldwell,NC,2020,1,2
11095,Hampden,MA,2020,1,2
11096,Shawano,WI,2020,4,3
11097,Elk,PA,2019,4,5
11098,Grant,AR,2019,3,2
11099,Grand Isle,VT,2019,3,1
11100,Cedar,NE,2019,4,2
11101,Graham,AZ,2019,4,5
11102,Kendall,IL,2020,4,2
11103,Jennings,IN,2019,4,6
11104,Stephens,GA,2019,4,1
11105,Tipton,IN,2019,4,6
11106,Bibb,GA,2019,3,12
11107,Greene,MO,2020,1,1
11108,Hampton City,VA,2020,4,1
11109,Ventura,CA,2019,4,15
11110,Gooding,ID,2019,4,1
11111,Putnam,IN,2019,2,6
11112,Hancock,ME,2019,2,13
11113,Custer,OK,2019,4,1
11114,Washington,UT,2020,4,1
11115,Floyd,IA,2019,4,5
11116,Hopewell,VA,2019,4,1
11117,Goodhue,MN,2019,4,1
11118,Rockingham,NC,2019,4,11
11119,Lowndes,MS,2019,4,1
11120,Hardin,TX,2019,4,1
11121,Saguache,CO,2020,4,4
11122,San Jacinto,TX,2020,4,1
11123,Bayfield,WI,2020,4,1
11124,Fayette,PA,2019,4,6
11125,Grayson,TX,2019,4,1
11126,Bertie,NC,2019,4,4
11127,Liberty,TX,2020,4,3
11128,Ogemaw,MI,2020,4,1
11129,Roscommon,MI,2020,2,1
11130,Talbot,MD,2019,4,19
11131,Santa Cruz,CA,2019,4,20
11132,Winnebago,WI,2019,4,17
11133,Madison,MT,2019,4,1
11134,Cleburne,AL,2019,4,1
11135,Taylor,GA,2019,4,3
11136,Langlade,WI,2019,4,1
11137,Hardee,FL,2019,4,7
11138,McKean,PA,2019,3,4
11139,Luce,MI,2019,4,1
11140,Orange,VA,2019,4,16
11141,Muscogee,GA,2019,4,8
11142,Fayette,GA,2019,4,28
11143,Latah,ID,2019,2,9
11144,Marshall,AL,2019,4,1
11145,Ralls,MO,2019,3,1
11146,Hertford,NC,2020,1,2
11147,Marshall,IN,2020,4,1
